title	pub_year	authors	journal	abstract	url	num_citations
Periodic patterning of the Drosophila eye is stabilized by the diffusible activator Scabrous	2016.0	['Avishai Gavish', 'Arkadi Shwartz', 'Abraham Weizman', 'Eyal Schejter', 'Ben-zion Shilo', 'Naama Barkai']	Nature communications	Generation of periodic patterns is fundamental to the differentiation of multiple tissues during development. How such patterns form robustly is still unclear. The Drosophila eye comprises∼ 750 units, whose crystalline order is set during differentiation of the eye imaginal disc: an activation wave sweeping across the disc is coupled to lateral inhibition, sequentially selecting pro-neural cells. Using mathematical modelling, here we show that this template-based lateral inhibition is highly sensitive to spatial variations in biochemical parameters and cell sizes. We reveal the basis of this sensitivity, and suggest that it can be overcome by assuming a short-range diffusible activator. Clonal experiments identify Scabrous, a previously implicated inhibitor, as the predicted activator. Our results reveal the mechanism by which periodic patterning in the fly eye is stabilized against spatial variations, highlighting how the need to …	https://www.nature.com/articles/ncomms10461	23
Epigenetic control of expression homeostasis during replication is stabilized by the replication checkpoint	2018.0	['Yoav Voichek', 'Karin Mittelman', 'Yulia Gordon', 'Raz Bar-ziv', 'David Lifshitz Smit', 'Rom Shenhav', 'Naama Barkai']	Molecular cell	DNA replication introduces a dosage imbalance between early and late replicating genes. In budding yeast, buffering gene expression against this imbalance depends on marking replicated DNA by H3K56 acetylation (H3K56ac). Whether additional processes are required for suppressing transcription from H3K56ac-labeled DNA remains unknown. Here, using a database-guided candidate screen, we find that COMPASS, the H3K4 methyltransferase, and its upstream effector, PAF1C, act downstream of H3K56ac to buffer expression. Replicated genes show reduced abundance of the transcription activating mark H3K4me3 and accumulate the transcription inhibitory mark H3K4me2 near transcription start sites. Notably, in hydroxyurea-exposed cells, the S phase checkpoint stabilizes H3K56ac and becomes essential for buffering. We suggest that H3K56ac suppresses transcription of replicated genes by interfering …	https://www.sciencedirect.com/science/article/pii/S1097276518303897	22
Increasing population growth by asymmetric segregation of a limiting resource during cell division	2013.0	['Nurit Avraham', 'Ilya Soifer', 'Miri Carmi', 'Naama Barkai']	Molecular systems biology	We report that when budding yeast are transferred to low‐metal environment, they adopt a proliferation pattern in which division is restricted to the subpopulation of mother cells which were born in rich conditions, before the shift. Mother cells continue to divide multiple times following the shift, generating at each division a single daughter cell, which arrests in G1. The transition to a mother‐restricted proliferation pattern is characterized by asymmetric segregation of the vacuole to the mother cell and requires the transcription repressor Whi5. Notably, while deletion of WHI5 alleviates daughter cell division arrest in low‐zinc conditions, it results in a lower final population size, as cell division rate becomes progressively slower. Our data suggest a new stress‐response strategy, in which the dilution of a limiting cellular resource is prevented by maintaining it within a subset of dividing cells, thereby increasing population …	https://www.embopress.org/doi/abs/10.1038/msb.2013.13	22
Sequential feedback induction stabilizes the phosphate starvation response in budding yeast	2014.0	['Noam Vardi', 'Sagi Levy', 'Yonat Gurvich', 'Tamar Polacheck', 'Miri Carmi', 'Diego Jaitin', 'Ido Amit', 'Naama Barkai']	Cell reports	Depletion of essential nutrients triggers regulatory programs that prolong cell growth and survival. Starvation-induced processes increase nutrient transport, mobilize nutrient storage, and recycle nutrients between cellular components. This leads to an effective increase in intracellular nutrients, which may act as a negative feedback that downregulates the starvation program. To examine how cells overcome this potential instability, we followed the transcription response of budding yeast transferred to medium lacking phosphate. Genes were induced in two temporal waves. The first wave was stably maintained and persisted even upon phosphate replenishment, indicating a positive feedback loop. This commitment was abolished after 2 hr with the induction of the second expression wave, coinciding with the reduction in cell growth rate. We show that the overall temporal stability of the expression response depends …	https://www.sciencedirect.com/science/article/pii/S2211124714008420	21
Coordination of gene expression and growth-rate in natural populations of budding yeast	2014.0	['Zvi Tamari', 'Dalia Rosin', 'Yoav Voichek', 'Naama Barkai']	Plos one	Cells adapt to environmental changes through genetic mutations that stabilize novel phenotypes. Often, this adaptation involves regulatory changes which modulate gene expression. In the budding yeast, ribosomal-related gene expression correlates with cell growth rate across different environments. To examine whether the same relationship between gene expression and growth rate is observed also across natural populations, we measured gene expression, growth rate and ethanol production of twenty-four wild type yeast strains originating from diverse habitats, grown on the pentose sugar xylulose. We found that expression of ribosome-related genes did not correlate with growth rate. Rather, growth rate was correlated with the expression of amino acid biosynthesis genes. Searching other databases, we observed a similar correlation between growth rate and amino-acid biosyntehsis genes in a library of gene deletions. We discuss the implications of our results for understanding how cells coordinate their translation capacity with available nutrient resources.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0088801	19
Loss of growth homeostasis by genetic decoupling of cell division from biomass growth: implication for size control mechanisms	2014.0	['Hannah Schmidt‐glenewinkel', 'Naama Barkai']	Molecular systems biology	Growing cells adjust their division time with biomass accumulation to maintain growth homeostasis. Size control mechanisms, such as the size checkpoint, provide an inherent coupling of growth and division by gating certain cell cycle transitions based on cell size. We describe genetic manipulations that decouple cell division from cell size, leading to the loss of growth homeostasis, with cells becoming progressively smaller or progressively larger until arresting. This was achieved by modulating glucose influx independently of external glucose. Division rate followed glucose influx, while volume growth was largely defined by external glucose. Therefore, the coordination of size and division observed in wild‐type cells reflects tuning of two parallel processes, which is only refined by an inherent feedback‐dependent coupling. We present a class of size control models explaining the observed breakdowns of growth …	https://www.embopress.org/doi/abs/10.15252/msb.20145513	18
Interpreting clone-mediated perturbations of morphogen profiles	2005.0	['Avigdor Eldar', 'Naama Barkai']		Generating clones of mutated cells within a wild-type tissue is a powerful experimental paradigm for elucidating gene function. Recently, this approach was employed for identifying genes that shape morphogen profiles in the Drosophila wing-imaginal disc. Interpreting such experiments poses a theoretical challenge. We present a general framework that links specific features of the morphogen profile in the clone vicinity to three basic morphogen properties: diffusion, degradation, and binding to immobile elements. Our results provide rigorous criteria to examine existing data and can facilitate the design and interpretation of future clone experiments.	https://www.sciencedirect.com/science/article/pii/S0012160604007845	18
Modeling pattern formation: counting to two in the Drosophila egg	2002.0	['Naama Barkai', 'Ben-zion Shilo']		The EGF receptor pathway patterns the Drosophila egg and specifies the position of its dorsal appendages. A new mathematical analysis of this patterning network has highlighted its crucial features and provided novel insights into the spatial and temporal kinetics controlling patterning.	https://www.sciencedirect.com/science/article/pii/S0960982202009673	18
United we sense ⃛	1998.0	['N Barkai', 'S Leibler']	Nature	8 direction of motion is chosen. To achieve chemotaxis, a bacterium that is moving in a favourable direction along a chemical gradient suppresses tumbling events, and thus migrates, on average, towards attractant and away from repellent. Although tumbling frequency is modulated by changes in chemical concentrations, its steady-state value is independent of the concentration itself. This property is called exact adaptation. Among other effects, it is believed that adaptation allows bacteria to respond to gradients over a wide range of background chemical levels. The biochemical network that mediates the chemotactic response is relatively simple8. Sensory receptors modulate the activity of an associated kinase that phosphorylates a messenger protein, which, by interacting with flagellar motors, induces tumbling (Fig. 1). Binding of an attractant, such as aspartate, to the receptor suppresses tumbling by inhibiting the …	https://www.nature.com/articles/29881	15
Dealing with gene-dosage imbalance during S phase	2016.0	['Raz Bar-ziv', 'Yoav Voichek', 'Naama Barkai']		DNA replication perturbs the dosage balance between genes that replicate early during S phase and those that replicate late. If propagated to influence protein content, this dosage imbalance could influence cellular functions. In bacteria, mechanisms have evolved to use this imbalance to tune certain processes with the rate of cell growth. By contrast, eukaryotes buffer this dosage imbalance to ensure gene expression homeostasis also during S phase. Here, we outline classical and more recent studies describing how different organisms deal with this replication-dependent dosage imbalance, and describe recent results linking the eukaryotic buffering mechanism to replication-dependent histone acetylation. Finally, we discuss the possible implications of this buffering mechanism and speculate why it is specific to eukaryote cells.	https://www.sciencedirect.com/science/article/pii/S0168952516300981	14
Improved readout precision of the Bicoid morphogen gradient by early decoding	2012.0	['Zvi Tamari', 'Naama Barkai']	Journal of biological physics	Transcription factors (TFs) bind to specific DNA sequences to induce or repress gene expression. Expression levels can be tuned by changing TF concentrations, but the precision of such tuning is limited, since the fraction of time a TF occupies its binding site is subject to stochastic fluctuations. Bicoid (Bcd) is a TF that patterns the early Drosophila embryo by establishing an anterior-to-posterior concentration gradient and activating specific gene targets (“gap genes”) in a concentration-dependent manner. Recently, the Bcd gradient and its in-vivo diffusion were quantified in live embryos, raising a quandary: the precision by which the Bcd target genes are defined (one-cell resolution) appeared to exceed the physical limits set by the stochastic binding of Bcd to DNA. We hypothesize that early readout of Bcd could account for the observed precision. Specifically, we consider the possibility that gap genes …	https://link.springer.com/article/10.1007/s10867-011-9250-8	14
Promoter nucleosome organization shapes the evolution of gene expression	2012.0	['Dalia Rosin', 'Gil Hornung', 'Itay Tirosh', 'Ariel Gispan', 'Naama Barkai']	Plos genetics	Understanding why genes evolve at different rates is fundamental to evolutionary thinking. In species of the budding yeast, the rate at which genes diverge in expression correlates with the organization of their promoter nucleosomes: genes lacking a nucleosome-free region (denoted OPN for “Occupied Proximal Nucleosomes”) vary widely between the species, while the expression of those containing NFR (denoted DPN for “Depleted Proximal Nucleosomes”) remains largely conserved. To examine if early evolutionary dynamics contributes to this difference in divergence, we artificially selected for high expression of GFP–fused proteins. Surprisingly, selection was equally successful for OPN and DPN genes, with ∼80% of genes in each group stably increasing in expression by a similar amount. Notably, the two groups adapted by distinct mechanisms: DPN–selected strains duplicated large genomic regions, while OPN–selected strains favored trans mutations not involving duplications. When selection was removed, DPN (but not OPN) genes reverted rapidly to wild-type expression levels, consistent with their lower diversity between species. Our results suggest that promoter organization constrains the early evolutionary dynamics and in this way biases the path of long-term evolution.	https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1002579	13
The ups and downs of biological timers	2005.0	['Noa Rappaport', 'Shay Winter', 'Naama Barkai']	Theoretical biology and medical modelling	The need to execute a sequence of events in an orderly and timely manner is central to many biological processes, including cell cycle progression and cell differentiation. For self-perpetuating systems, such as the cell cycle oscillator, delay times between events are defined by the network of interacting proteins that propagates the system. However, protein levels inside cells are subject to genetic and environmental fluctuations, raising the question of how reliable timing is maintained. We compared the robustness of different mechanisms for encoding delay times to fluctuations in protein expression levels. Gradual accumulation and gradual decay of a regulatory protein have an equivalent capacity for defining delay times. Yet, we find that the former is highly sensitive to fluctuations in gene dosage, while the latter can buffer such perturbations. In particular, a positive feedback where the degrading protein auto-enhances its own degradation may render delay times practically insensitive to gene dosage. While our understanding of biological timing mechanisms is still rudimentary, it is clear that there is an ample use of degradation as well as self-enhanced degradation in processes such as cell cycle and circadian clocks. We propose that degradation processes, and specifically self-enhanced degradation, will be preferred in processes where maintaining the robustness of timing is important.	https://tbiomed.biomedcentral.com/articles/10.1186/1742-4682-2-22	13
Dual role of starvation signaling in promoting growth and recovery	2017.0	['Yonat Gurvich', 'Dena Leshkowitz', 'Naama Barkai']	Plos biology	Growing cells are subject to cycles of nutrient depletion and repletion. A shortage of nutrients activates a starvation program that promotes growth in limiting conditions. To examine whether nutrient-deprived cells prepare also for their subsequent recovery, we followed the transcription program activated in budding yeast transferred to low-phosphate media and defined its contribution to cell growth during phosphate limitation and upon recovery. An initial transcription wave was induced by moderate phosphate depletion that did not affect cell growth. A second transcription wave followed when phosphate became growth limiting. The starvation program contributed to growth only in the second, growth-limiting phase. Notably, the early response, activated at moderate depletion, promoted recovery from starvation by increasing phosphate influx upon transfer to rich medium. Our results suggest that cells subject to nutrient depletion prepare not only for growth in the limiting conditions but also for their predicted recovery once nutrients are replenished.	https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.2002039	12
K. Gish, Ybarra S, Mack D, Levine AJ: Broad patterns of gene expression revealed by clustering analysis of tumor and normal colon tissues probed by oligonucleotide arrays	1999.0	['U Alon', 'N Barkai', 'Da Notterman']	Proc natl acad sci usa		https://scholar.google.com/scholar?cluster=17220684471460338087&hl=en&oi=scholarr	12
Dynamics of Spaetzle morphogen shuttling in the Drosophila embryo shapes gastrulation patterning	2019.0	['Neta Rahimi', 'Inna Averbukh', 'Shari Carmon', 'Eyal D Schejter', 'Naama Barkai', 'Ben-zion Shilo']	Development	Establishment of morphogen gradients in the early Drosophila embryo is challenged by a diffusible extracellular milieu, and by rapid nuclear divisions that occur at the same time. To understand how a sharp gradient is formed within this dynamic environment, we followed the generation of graded nuclear Dorsal protein, the hallmark of pattern formation along the dorso-ventral axis, in live embryos. The dynamics indicate that a sharp extracellular gradient is formed through diffusion-based shuttling of the Spaetzle (Spz) morphogen that progresses through several nuclear divisions. Perturbed shuttling in wntD mutant embryos results in a flat activation peak and aberrant gastrulation. Re-entry of Dorsal into the nuclei at the final division cycle plays an instructive role, as the residence time of Dorsal in each nucleus is translated to the amount of zygotic transcript that will be produced, thereby guiding graded …	https://journals.biologists.com/dev/article-abstract/146/21/dev181487/223181	11
Checkpoint-independent scaling of the Saccharomyces cerevisiaeDNA replication program	2014.0	['Ariel Gispan', 'Miri Carmi', 'Naama Barkai']	Bmc biology	In budding yeast, perturbations that prolong S phase lead to a proportionate delay in the activation times of most origins. The DNA replication checkpoint was implicated in this scaling phenotype, as an intact checkpoint was shown to be required for the delayed activation of late origins in response to hydroxyurea treatment. In support of that, scaling is lost in cells deleted of mrc1, a mediator of the replication checkpoint signal. Mrc1p, however, also plays a role in normal replication. To examine whether the replication checkpoint is required for scaling the replication profile with S phase duration we measured the genome-wide replication profile of different MRC1 alleles that separate its checkpoint function from its role in normal replication, and further analyzed the replication profiles of S phase mutants that are checkpoint deficient. We found that the checkpoint is not required for scaling; rather the unique replication phenotype of mrc1 deleted cells is attributed to the role of Mrc1 in normal replication. This is further supported by the replication profiles of tof1Δ which functions together with Mrc1p in normal replication, and by the distinct replication profiles of specific POL2 alleles which differ in their interaction with Mrc1p. We suggest that the slow fork progression in mrc1 deleted cells reduces the likelihood of passive replication leading to the activation of origins that remain mostly dormant in wild-type cells.	https://bmcbiol.biomedcentral.com/articles/10.1186/s12915-014-0079-z	10
Divergence and selectivity of expression-coupled histone modifications in budding yeasts	2014.0	['Yaron Mosesson', 'Yoav Voichek', 'Naama Barkai']	Plos one	Various histone modifications are widely associated with gene expression, but their functional selectivity at individual genes remains to be characterized. Here, we identify widespread differences between genome-wide patterns of two prominent marks, H3K9ac and H3K4me3, in budding yeasts. As well as characteristic gene profiles, relative modification levels vary significantly amongst genes, irrespective of expression. Interestingly, we show that these differences couple to contrasting features: higher methylation to essential, periodically expressed, ‘DPN’ (Depleted Proximal Nucleosome) genes, and higher acetylation to non-essential, responsive, ‘OPN’ (Occupied Proximal Nucleosome) genes. Thus, H3K4me3 may generally associate with expression stability, and H3K9ac, with variability. To evaluate this notion, we examine their association with expression divergence between the closely related species, S. cerevisiae and S. paradoxus. Although individually well conserved at orthologous genes, changes between modifications are mostly uncorrelated, indicating largely non-overlapping regulatory mechanisms. Notably, we find that inter-species differences in methylation, but not acetylation, are well correlated with expression changes, thereby proposing H3K4me3 as a candidate regulator of expression divergence. Taken together, our results suggest distinct evolutionary roles for expression-linked modifications, wherein H3K4me3 may contribute to stabilize average expression, whilst H3K9ac associates with more indirect aspects such as responsiveness.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0101538	10
The era of systems developmental biology Editorial overview	2011.0	['Norbert Perrimon', 'Naama Barkai']		Norbert Perrimon is Professor of Genetics at Harvard Medical School and an Investigator with the Howard Hughes Medical Institute. He is interested in the organization and function of signaling pathways involved in developmental processes and homeostasis. In recent years, his group has implemented large-scale approaches of high-throughput RNAi screens and proteomics to analyze signaling networks systematically.	https://perrimon.med.harvard.edu/files/perrimonlab/files/2011_CurrOpGenDev_Perrimon.pdf	10
Reverse engineering of the spindle assembly checkpoint	2009.0	['Andreas Doncic', 'Eshel Ben-jacob', 'Shmuel Einav', 'Naama Barkai']	Plos one	The Spindle Assembly Checkpoint (SAC) is an intracellular mechanism that ensures proper chromosome segregation. By inhibiting Cdc20, a co-factor of the Anaphase Promoting Complex (APC), the checkpoint arrests the cell cycle until all chromosomes are properly attached to the mitotic spindle. Inhibition of Cdc20 is mediated by a conserved network of interacting proteins. The individual functions of these proteins are well characterized, but understanding of their integrated function is still rudimentary. We here describe our attempts to reverse-engineer the SAC network based on gene deletion phenotypes. We begun by formulating a general model of the SAC which enables us to predict the rate of chromosomal missegregation for any putative set of interactions between the SAC proteins. Next the missegregation rates of seven yeast strains are measured in response to the deletion of one or two checkpoint proteins. Finally, we searched for the set of interactions that correctly predicted the observed missegregation rates of all deletion mutants. Remarkably, although based on only seven phenotypes, the consistent network we obtained successfully reproduces many of the known properties of the SAC. Further insights provided by our analysis are discussed.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0006495	10
Speed–specificity trade-offs in the transcription factors search for their genomic binding sites	2021.0	['Tamar Jana', 'Sagie Brodsky', 'Naama Barkai']		Transcription factors (TFs) regulate gene expression by binding DNA sequences recognized by their DNA-binding domains (DBDs). DBD-recognized motifs are short and highly abundant in genomes. The ability of TFs to bind a specific subset of motif-containing sites, and to do so rapidly upon activation, is fundamental for gene expression in all eukaryotes. Despite extensive interest, our understanding of the TF-target search process is fragmented; although binding specificity and detection speed are two facets of this same process, trade-offs between them are rarely addressed. In this opinion article, we discuss potential speed–specificity trade-offs in the context of existing models. We further discuss the recently described ‘distributed specificity’ paradigm, suggesting that intrinsically disordered regions (IDRs) promote specificity while reducing the TF-target search time.	https://www.sciencedirect.com/science/article/pii/S0168952520303279	9
Uncovering targeting priority to yeast peroxisomes using an in-cell competition assay	2020.0	['Mira Rosenthal', 'Eyal Metzl-raz', 'Jérôme Bürgi', 'Eden Yifrach', 'Layla Drwesh', 'Amir Fadel', 'Yoav Peleg', 'Doron Rapaport', 'Matthias Wilmanns', 'Naama Barkai', 'Maya Schuldiner', 'Einat Zalckvar']	Proceedings of the national academy of sciences	Approximately half of eukaryotic proteins reside in organelles. To reach their correct destination, such proteins harbor targeting signals recognized by dedicated targeting pathways. It has been shown that differences in targeting signals alter the efficiency in which proteins are recognized and targeted. Since multiple proteins compete for any single pathway, such differences can affect the priority for which a protein is catered. However, to date the entire repertoire of proteins with targeting priority, and the mechanisms underlying it, have not been explored for any pathway. Here we developed a systematic tool to study targeting priority and used the Pex5-mediated targeting to yeast peroxisomes as a model. We titrated Pex5 out by expressing high levels of a Pex5-cargo protein and examined how the localization of each peroxisomal protein is affected. We found that while most known Pex5 cargo proteins were …	https://www.pnas.org/content/117/35/21432.short	9
Rapid evolutionary adaptation to growth on an ‘unfamiliar’carbon source	2016.0	['Zvi Tamari', 'Avihu H Yona', 'Yitzhak Pilpel', 'Naama Barkai']	Bmc genomics	Cells constantly adapt to changes in their environment. When environment shifts between conditions that were previously encountered during the course of evolution, evolutionary-programmed responses are possible. Cells, however, may also encounter a new environment to which a novel response is required. To characterize the first steps in adaptation to a novel condition, we studied budding yeast growth on xylulose, a sugar that is very rarely found in the wild. We previously reported that growth on xylulose induces the expression of amino acid biosynthesis genes in multiple natural yeast isolates. This induction occurs despite the presence of amino acids in the growth medium and is a unique response to xylulose, not triggered by naturally available carbon sources. Propagating these strains for ~300 generations on xylulose significantly improved their growth rate. Notably, the most significant change in gene …	https://link.springer.com/article/10.1186/s12864-016-3010-x	9
EGF receptor signaling—a quantitative view	2007.0	['Ben-zion Shilo', 'Naama Barkai']	Current biology	Almost a century ago, the experiments of Hans Spemann and Hilde Mangold on transplantation of cells between Xenopus embryos demonstrated that the body plan is determined by intricate communication between cells. Today, through genetic, molecular and biochemical analyses, we know the major signaling pathways that mediate these interactions and many of their molecular constituents, which are highly conserved in evolution. Despite mechanistic differences between the pathways, the general mode through which they function is similar. A diffusible signaling molecule—morphogen—is released from a restricted group of cells and spreads to define a concentration gradient. On reaching a responsive neighboring cell, the morphogen triggers an intracellular signaling pathway; the information is ultimately transmitted to the nucleus where it alters the program of gene expression. The receiving cells can …	https://www.cell.com/current-biology/pdf/S0960-9822(07)02194-X.pdf	9
Transcription factor binding to replicated DNA	2020.0	['Raz Bar-ziv', 'Sagie Brodsky', 'Michal Chapal', 'Naama Barkai']	Cell reports	Genome replication perturbs the DNA regulatory environment by displacing DNA-bound proteins, replacing nucleosomes, and introducing dosage imbalance between regions replicating at different S-phase stages. Recently, we showed that these effects are integrated to maintain transcription homeostasis: replicated genes increase in dosage, but their expression remains stable due to replication-dependent epigenetic changes that suppress transcription. Here, we examine whether reduced transcription from replicated DNA results from limited accessibility to regulatory factors by measuring the time-resolved binding of RNA polymerase II (Pol II) and specific transcription factors (TFs) to DNA during S phase in budding yeast. We show that the Pol II binding pattern is largely insensitive to DNA dosage, indicating limited binding to replicated DNA. In contrast, binding of three TFs (Reb1, Abf1, and Rap1) to DNA …	https://www.sciencedirect.com/science/article/pii/S2211124720302953	8
Model-based analysis of DNA replication profiles: predicting replication fork velocity and initiation rate by profiling free-cycling cells	2017.0	['Ariel Gispan', 'Miri Carmi', 'Naama Barkai']	Genome research	Eukaryotic cells initiate DNA synthesis by sequential firing of hundreds of origins. This ordered replication is described by replication profiles, which measure the DNA content within a cell population. Here, we show that replication dynamics can be deduced from replication profiles of free-cycling cells. While such profiles lack explicit temporal information, they are sensitive to fork velocity and initiation capacity through the passive replication pattern, namely the replication of origins by forks emanating elsewhere. We apply our model-based approach to a compendium of profiles that include most viable budding yeast mutants implicated in replication. Predicted changes in fork velocity or initiation capacity are verified by profiling synchronously replicating cells. Notably, most mutants implicated in late (or early) origin effects are explained by global modulation of fork velocity or initiation capacity. Our approach provides a …	https://genome.cshlp.org/content/27/2/310.short	8
A role for Rtt109 in buffering gene-dosage imbalance during DNA replication	2016.0	['Yoav Voichek', 'Raz Bar-ziv', 'Naama Barkai']		Chromatin can function as an integrator of DNA-related processes, allowing communication, for example, between DNA replication and gene transcription. Such communication is needed to overcome the gene-dosage imbalance introduced during DNA replication, when certain genes are replicated prior to others. Increased transcription of early replicating genes could alter regulatory balances. This does not occur, suggesting a mechanism that suppresses expression from newly replicated DNA. Critical to this buffering is Rtt109, which acetylates the internal K56 residue of newly synthesized histone H3 prior to incorporation onto DNA. H3K56ac distinguishes replicated from non-replicated DNA, communicating this information to the transcription machinery to ensure expression homeostasis during S phase.	https://www.tandfonline.com/doi/abs/10.1080/19491034.2016.1216743	7
Independent evolution of transcript abundance and gene regulatory dynamics	2020.0	['Gat Krieger', 'Offir Lupo', 'Avraham A Levy', 'Naama Barkai']	Genome research	Changes in gene expression drive novel phenotypes, raising interest in how gene expression evolves. In contrast to the static genome, cells modulate gene expression in response to changing environments. Previous comparative studies focused on specific conditions, describing interspecies variation in expression levels, but providing limited information about variation across different conditions. To close this gap, we profiled mRNA levels of two related yeast species in hundreds of conditions and used coexpression analysis to distinguish variation in the dynamic pattern of gene expression from variation in expression levels. The majority of genes whose expression varied between the species maintained a conserved dynamic pattern. Cases of diverged dynamic pattern correspond to genes that were induced under distinct subsets of conditions in the two species. Profiling the interspecific hybrid allowed us to …	https://genome.cshlp.org/content/30/7/1000.short	6
A visual framework for classifying determinants of cell size	2018.0	['Felix Jonas', 'Ilya Soifer', 'Naama Barkai']	Cell reports	Cells control their size by coordinating cell cycle progression with volume growth. Size control is typically studied at specific cell cycle transitions that are delayed or accelerated depending on size. This focus is well suited for revealing mechanisms acting at these transitions, but neglects the dynamics in other cell cycle phases, and is therefore inherently limited for studying how the characteristic cell size is determined. We address this limitation through a formalism that intuitively visualizes the characteristic size emerging from integrated cell cycle dynamics of individual cells. Applying this formalism to budding yeast, we describe the contributions of the un-budded (G1) and budded (S-G2-M) phase to size adjustments following environmental or genetic perturbations. We show that although the budded phase can be perturbed with little consequences for G1 dynamics, perturbations in G1 propagate to the budded …	https://www.sciencedirect.com/science/article/pii/S2211124718318783	6
The genetic requirements for pentose fermentation in budding yeast	2017.0	['Karin Mittelman', 'Naama Barkai']	G3: genes, genomes, genetics	Cells grow on a wide range of carbon sources by regulating substrate flow through the metabolic network. Incoming sugar, for example, can be fermented or respired, depending on the carbon identity, cell type, or growth conditions. Despite this genetically-encoded flexibility of carbon metabolism, attempts to exogenously manipulate central carbon flux by rational design have proven difficult, suggesting a robust network structure. To examine this robustness, we characterized the ethanol yield of 411 regulatory and metabolic mutants in budding yeast. The mutants showed little variation in ethanol productivity when grown on glucose or galactose, yet diversity was revealed during growth on xylulose, a rare pentose not widely available in nature. While producing ethanol at high yield, cells grown on xylulose produced ethanol at high yields, yet induced expression of respiratory genes, and were dependent on …	https://academic.oup.com/g3journal/article-abstract/7/6/1743/6029820	6
Order through disorder: The role of intrinsically disordered regions in transcription factor binding specificity	2021.0	['Sagie Brodsky', 'Tamar Jana', 'Naama Barkai']		Transcription factors (TFs) must bind at specific genomic locations to accurately regulate gene expression. The ability of TFs to recognize specific DNA sequence motifs arises from the inherent preferences of their globular DNA-binding domains (DBDs). Yet, these preferences are insufficient to explain the in vivo TF binding site selection. TFs are enriched with intrinsically disordered regions (IDRs), most of which are poorly characterized. While not generally considered as determinants of TF binding specificity, IDRs guide protein–protein interactions within transcriptional condensates, and multiple examples exist in which short IDRs flanking the DBD contribute to binding specificity via direct contact with the DNA. We recently reported that long IDRs, present away from the DBD, act as major specificity determinants at the genomic scale. Here, we discuss mechanisms through which IDRs contribute to DNA binding …	https://www.sciencedirect.com/science/article/pii/S0959440X21000956	5
Gene transcription as a limiting factor in protein production and cell growth	2020.0	['Eyal Metzl-raz', 'Moshe Kafri', 'Gilad Yaakov', 'Naama Barkai']	G3: genes, genomes, genetics	Cell growth is driven by the synthesis of proteins, genes, and other cellular components. Defining processes that limit biosynthesis rates is fundamental for understanding the determinants of cell physiology. Here, we analyze the consequences of engineering cells to express extremely high levels of mCherry proteins, as a tool to define limiting processes that fail to adapt upon increasing biosynthetic demands. Protein-burdened cells were transcriptionally and phenotypically similar to mutants of the Mediator, a transcription coactivator complex. However, our binding data suggest that the Mediator was not depleted from endogenous promoters. Burdened cells showed an overall increase in the abundance of the majority of endogenous transcripts, except for highly expressed genes. Our results, supported by mathematical modeling, suggest that wild-type cells transcribe highly expressed genes at the maximal …	https://academic.oup.com/g3journal/article-abstract/10/9/3229/6060149	5
Dealing with noise: The challenge of buffering biological variability	2017.0	['Inna Averbukh', 'Avishai Gavish', 'Ben-zion Shilo', 'Naama Barkai']		Cells process information using bio-molecular circuits of interacting proteins and genes. A remarkable property of these circuits is their ability to function in highly variable biological environments: Biochemical processes are stochastic, environmental conditions fluctuate, and genetic polymorphisms are abundant. How is variability buffered to maintain a robust output? Can variability be exploited to allow computations not possible by deterministic dynamics? These questions lie at the heart of contemporary systems biology. We argue here that biological variability is fundamental for understanding principles underlying design and function of biological circuits. As concrete examples, we will discuss the buffering of variability during embryonic patterning, and the incorporation of variability in microbial responses to changing conditions.	https://www.sciencedirect.com/science/article/pii/S2452310016300312	5
A two-step patterning process increases the robustness of periodic patterning in the fly eye	2016.0	['Avishai Gavish', 'Naama Barkai']	Journal of biological physics	Complex periodic patterns can self-organize through dynamic interactions between diffusible activators and inhibitors. In the biological context, self-organized patterning is challenged by spatial heterogeneities (‘noise’) inherent to biological systems. How spatial variability impacts the periodic patterning mechanism and how it can be buffered to ensure precise patterning is not well understood. We examine the effect of spatial heterogeneity on the periodic patterning of the fruit fly eye, an organ composed of ∼800 miniature eye units (ommatidia) whose periodic arrangement along a hexagonal lattice self-organizes during early stages of fly development. The patterning follows a two-step process, with an initial formation of evenly spaced clusters of ∼10 cells followed by a subsequent refinement of each cluster into a single selected cell. Using a probabilistic approach, we calculate the rate of patterning errors …	https://link.springer.com/article/10.1007/s10867-016-9409-4	5
