title	pub_year	authors	journal	abstract	url	num_citations
Expression of the NH2-terminal fragment of RasGAP in pancreatic β-cells increases their resistance to stresses and protects mice from diabetes	2009.0	['Jiang-yan Yang', 'Jöel Walicki', 'Evrim Jaccard', 'Gilles Dubuis', 'Natasa Bulat', 'Jean-pierre Hornung', 'Bernard Thorens', 'Christian Widmann']	Diabetes	Our laboratory has previously established in vitro that a caspase-generated RasGAP NH2-terminal moiety, called fragment N, potently protects cells, including insulinomas, from apoptotic stress. We aimed to determine whether fragment N can increase the resistance of pancreatic β-cells in a physiological setting.A mouse line, called rat insulin promoter (RIP)-N, was generated that bears a transgene containing the rat insulin promoter followed by the cDNA-encoding fragment N. The histology, functionality, and resistance to stress of RIP-N islets were then assessed.Pancreatic β-cells of RIP-N mice express fragment N, activate Akt, and block nuclear factor κB activity without affecting islet cell proliferation or the morphology and cellular composition of islets. Intraperitoneal glucose tolerance tests …	https://diabetesjournals.org/diabetes/article-abstract/58/11/2596/15363	7
Glutathione deficit in schizophrenia: a new vulnerability factor for misconnectivity?	2004.0	['Quang Do Kim', 'Pierre Bovet', 'Harry Cabungcal Jan', 'Vincent Castagné', 'F Gheorghita', 'Jp Hornung', 'Françoise Schenk', 'Pascal Steullet', 'Mirjana Tosic', 'Michel Cuénod']		(résumé de présentation): article court qui reprend les éléments essentiels présentés à l'occasion d'une conférence scientifique dans un poster ou lors d'une intervention orale.	https://scholar.google.com/scholar?cluster=16782915870360886061&hl=en&oi=scholarr	5
Spatial bias deficit in rats with low glutathione during development: An animal behaviour model with relevance to schizophrenia	2004.0	['Jh Cabungcal', 'D Singer', 'Jp Hornung', 'M Cuenod', 'Kq Do', 'F Schenk']			https://scholar.google.com/scholar?cluster=1118521202301649425&hl=en&oi=scholarr	3
CALLOSAL NEURONS OF MONKEY VISUAL-CORTEX-A STUDY COMBINING HORSERADISH-PEROXIDASE AND ELECTRON-MICROSCOPY	1981.0	['Jp Hornung']			https://scholar.google.com/scholar?cluster=264251438794359004&hl=en&oi=scholarr	3
«Living facing death': improving Lausanne's medical students» attitude toward end-of-life issues	2017.0	['Emmanuel Tamchès', 'Lazare Benaroyo', 'Marc Antoine Bornet', 'Jean-pierre Hornung', 'Gian Domenico Borasio']	Revue medicale suisse	The optional course «Living facing death» is the result of an innovative educational approach jointly developed by CHUV's Palliative Care Service, Lausanne's School of Medicine, Medical Ethics Unit and the students' association «Doctors & Death». It is intended for 3rd and 4th grade medical students and was inspired by previous experiences conducted at Harvard Medical School. Its primary objective is to help students to «take some distances». A mixed quantitative/qualitative satisfaction questionnaire was administered to all participating students at the completion of the course. It confirms experiential knowledge is a valuable teaching tool to improve medical students' attitude toward end-of-life issues.	https://europepmc.org/article/med/28639775	2
Glutathione deficit during development induces anomalies in anterior cingulate GABA interneurones: Relevance to schizophrenia	2005.0	['Harry Cabungcal Jan', 'D Nicolas', 'Michel Cuénod', 'Quang Do Kim', 'Jp Hornung']		(résumé de présentation): article court qui reprend les éléments essentiels présentés à l'occasion d'une conférence scientifique dans un poster ou lors d'une intervention orale.	https://scholar.google.com/scholar?cluster=9348310161695206396&hl=en&oi=scholarr	2
Role of glutathione deficit in the disconnectivity syndrome in schizophrenia: from pathogenetic mechanisms to therapeutic interventions	2004.0	['Kim Quang Do', 'P Bovet', 'Jh Cabungcal', 'V Castagné', 'F Gheorghita', 'Jp Hornung', 'F Schenk', 'P Steullet', 'M Tosic', 'M Cuénod']		In the cerebrospinal fluid of 26 drug-naive schizophrenics (DSM-III- R), we observed that the level of glutathione ([GSH]) and of its metabolite γ-Glu-Gln was decreased by 27% and 16% respectively. Using a new in-vivo method based on magnetic resonance spec- troscopy, [GSH] was measured in the medial prefrontal cortex of 18 schizophrenics and found to be 52 % lower than in controls (n = 20). This is consistent with the recently observed decreased mRNA levels in fibroblasts of patients (n=32) of the two GSH synthesizing en- zymes (glutathione synthetase (GSS), and glutamate-cysteine ligase M (GCLM) the modulatory subunit of glutamate-cysteine ligase). Moreover, the level of GCLM expression in fibroblasts correlates neg- atively with the psychopathology (positive, general and some nega- tive symptoms). Thus, the observed difference in gene expression is not only the cause of low brain [GSH], but is also …	https://scholar.google.com/scholar?cluster=3778275817130856299&hl=en&oi=scholarr	2
Endocytosis and autophagy in dying neurons and PC12 cells	2000.0	['T Borsello', 'E Pralong', 'R Stoop', 'A Guillon', 'E Rizzo', 'Jp Hornung', 'Phg Clarke']		(résumé de présentation): article court qui reprend les éléments essentiels présentés à l'occasion d'une conférence scientifique dans un poster ou lors d'une intervention orale.	https://scholar.google.com/scholar?cluster=7097947100313801920&hl=en&oi=scholarr	2
Modulation of cortical maturation processes by serotonin in organotypic cultures	1998.0	['Jp Hornung']			https://scholar.google.com/scholar?cluster=4932917843099394168&hl=en&oi=scholarr	2
ENDOCYTIC EMBRYONIC BRAIN-CELLS SHOWN TO BE DYING NEURONS	1985.0	['Jp Hornung', 'Pgh Clarke', 'H Koppel']			https://scholar.google.com/scholar?cluster=15949565437232718002&hl=en&oi=scholarr	2
The ultrastructure of visual callosal neurons in cat	1980.0	['Lj Garey', 'Jp Hornung']			https://scholar.google.com/scholar?cluster=9899104097108479858&hl=en&oi=scholarr	2
Aider les étudiantsen médecine à approcher la mort	2013.0	['Ma Bornet', 'S Kasser', 'Jp Hornung']	Rev med suisse	L’étudiant en médecine a choisi ce cursus pour apprendre à soigner, guérir et soulager les malades. Il a bien imaginé qu’il serait confronté à la souffrance ou à la mort. Mais, durant ses études, il est mis réellement face à ces situations difficiles. Cet article présente le développement d’un programme d’accom pagnement à Lausanne.	https://www.researchgate.net/profile/Lazare-Benaroyo/publication/259392736_Helping_medical_students_to_approach_death/links/56b1befb08aed7ba3febdf97/Helping-medical-students-to-approach-death.pdf	1
Visual and olfactory place learning deficit in rats with low glutathione during development: a behaviour model with relevance to schizophrenia	2003.0	['Jh Cabungcal', 'Vincent Castagné', 'J-p Hornung', 'Michel Cuénod', 'Kq Do', 'Françoise Schenk']	Acta neurobiologiae experimentalis	"Visual and olfactory place learning deficit in rats with low glutathione during development: a 
behaviour model with relevance to schizophrenia - Acta Neurobiologiae Experimentalis - Tom 
63, Numer 5 (2003) - AGRO - Yadda Przejdź do menu głównego Przejdź do treści Baner z 
napisem BAZA AGRO PL | EN Szukaj Przeglądaj Pomoc O nas help test help PL EN Preferencje 
help Polish version English version Język Widoczny [Schowaj] Abstrakt Liczba wyników 
Artykuł - szczegóły Ikona polecenia wydruku Czasopismo Acta Neurobiologiae Experimentalis 
2003 | 63 | 5 | Tytuł artykułu Visual and olfactory place learning deficit in rats with low 
glutathione during development: a behaviour model with relevance to schizophrenia Autorzy 
Cabungcal JH , Castagne V. , Hornung J.-P. , Cuenod M. , Do KQ , Schenk F. Warianty tytułu 
Języki publikacji EN Abstrakty Słowa kluczowe Wydawca - Czasopismo Acta Neurobiologiae …"	https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-f7aab7c9-1f82-4ec1-9418-565578214d41	1
POSTNATAL-DEVELOPMENT OF THE DUAL SEROTONERGIC INNERVATION OF THE MARMOSET CEREBRAL-CORTEX	1992.0	['Jp Hornung']			https://scholar.google.com/scholar?cluster=15540473074881308079&hl=en&oi=scholarr	1
DISTRIBUTION OF SEROTONERGIC AXONS FORMING PERICELLULAR ARRAYS IN THE CEREBRAL-CORTEX OF THE MARMOSET MONKEY	1987.0	['Jp Hornung', 'Jm Fritschy', 'I Tork']			https://scholar.google.com/scholar?cluster=1440341775713934498&hl=en&oi=scholarr	1
VISUAL CORTICAL-NEURONS RECEIVING THALAMIC AFFERENTS IN CAT-AN ULTRASTRUCTURAL-STUDY OF GOLGI IDENTIFIED CELLS	1980.0	['Jp Hornung', 'Lj Garey']			https://scholar.google.com/scholar?cluster=4681816938163946736&hl=en&oi=scholarr	1
Role of the Locus Coeruleus in the continuity-fragility dynamics of NREM sleep	2020.0	['A Osorio-forero', 'R Cardis', 'Lm Fernandez', 'C Devenoges', 'J-p Hornung', 'A Luthi']			https://scholar.google.com/scholar?cluster=12198955316842251064&hl=en&oi=scholarr	0
2019 Annual Meeting of the Swiss Society for Sleep Research, Sleep Medicine, and Chronobiology (SSSSC)	2019.0	['Martin Hatzinger']		Background: Uninterrupted periods of sleep and wakefulness are an integral part of a healthy life cycle. However, brief awakenings also occur while being asleep. These are thought to appear randomly and are commonly considered as disruptive or even pathological elements of sleep. Furthermore, strategies to anticipate and prevent awakenings are currently missing. Here, we analysed the timing of microarousals in mouse non-rapid eye movement sleep (NREMS) in the light of a novel infraslow oscillation that segregates NREMS into periods of fragility and continuity.Methods: Using polysomnographic recordings, we determined infraslow dynamics of sigma power (10–15 Hz) and microarousals. We used 6 h of total sleep deprivation to increase homeostatic sleep pressure, and 6 h-of selective REM sleep (REMS) deprivation using closed-loop feedback techniques to increase REMS pressure.Results: We find that microarousals in mouse NREMS occur overwhelmingly time-locked during the fragility periods. When homeostatic sleep pressure was increased, fewer fragility periods were interrupted by microarousals. When only REMS pressure was augmented instead, fragility periods became primarily interrupted by transitions into REMS. Specifically, NREMS showed entries into REMS every~ 50 or 100 s, thus coinciding with the periodicity of the infraslow oscillation. Instead, the frequency of microarousals was diminished.Conclusions: We conclude that the timing of microarousals is gated by the fragility periods of the infraslow oscillation that constitute permissive windows for transitions out of NREMS, which can be allocated to NREMS–wake or …	https://www.mdpi.com/2624-5175/1/4/33/htm	0
Vivre face à la mort: faire prendre du recul à des étudiants de médecine lausannois [«Living facing death': improving Lausanne's medical students» attitude toward end-of-life issues]	2017.0	['E Tamchès', 'L Benaroyo', 'Ma Bornet', 'Jp Hornung', 'Gd Borasio']	Revue medicale suisse	The optional course « Living facing death » is the result of an innovative educational approach jointly developed by CHUV's Palliative Care Service, Lausanne's School of Medicine, Medical Ethics Unit and the students' association « Doctors & Death ». It is intended for 3rd and 4th grade medical students and was inspired by previous experiences conducted at Harvard Medical School. Its primary objective is to help students to « take some distances ». A mixed quantitative/qualitative satisfaction questionnaire was administered to all participating students at the completion of the course. It confirms experiential knowledge is a valuable teaching tool to improve medical students' attitude toward end-of-life issues.	https://scholar.google.com/scholar?cluster=17495904856600021500&hl=en&oi=scholarr	0
P062 «Vivre face à la mort»: une pédagogie novatrice proposée aux étudiant (e) s de médecine de Lausanne	2016.0	['Emmanuel Tamchès', 'Lazare Benaroyo', 'Marc-antoine Bornet', 'Jean-pierre Hornung', 'Gian Domenico Borasio']	Journal of pain and symptom management	ConclusionsLe cours «Vivre face à la mort» contribue au changement d’attitude des étudiants de médecine face à la finitude. Une piste innovatrice est d’ouvrir ce cours à des étudiants de Facultés différentes (religions, anthropologie…) pour augmenter l’apport réflexif. Un premier test est prévu en 2016 avec des étudiants de Théologie.	https://www.jpsmjournal.com/article/S0885-3924(16)30536-X/abstract	0
""" Living in the face of death"": an innovative pedagogy proposed to the student (s) of medicine at Lausanne"	2016.0	['Emmanuel Tamches', 'Lazare Benaroyo', 'Marc-antoine Bornet', 'Jean-pierre Hornung', 'Gian Domenico Borasio']			https://scholar.google.com/scholar?cluster=9011617165808687536&hl=en&oi=scholarr	0
""" Le médecin et la mort"": Une pédagogie novatrice proposée aux étudiants (e) s de médecine"	2014.0	['E Tamchès', 'L Benaroyo', 'Ma Bornet', 'Jp Hornung', 'Gd Borasio']			https://scholar.google.com/scholar?cluster=710054997695631546&hl=en&oi=scholarr	0
Helping medical students to approach death	2013.0	['Ma Bornet', 'S Kasser', 'Jp Hornung', 'E Martinez', 'H Cadas', 'L Benaroyo']	Revue medicale suisse	A project recently launched by the Faculty of biology and medicine of Lausanne introduces the approach of facing death during both the dissection and the course of clinical activities. Existential questions relating to mortality are bound to arise sooner or later during the course of the study. For the sake of humanized clinical practice, these questions must be confronted. In response to a request by a student association, an accompanying curriculum with active student's contribution through encounters with death in anatomy and clinical situations was created in Lausanne. Students will benefit from this new program throughout their curriculum. This program is the first of its kind in Switzerland.	https://europepmc.org/article/med/24354255	0
Supporting the training of master and doctoral neuroscience students across Europe	2011.0	['Jean-pierre Hornung']	Neuroscience research	"Supporting the training of master and doctoral neuroscience students across Europe × Close 
The Infona portal uses cookies, ie strings of text saved by a browser on the user's device. The 
portal can access those files and use them to remember the user's data, such as their chosen 
settings (screen view, interface language, etc.), or their login data. By using the Infona portal 
the user accepts automatic saving and using this information for portal operation purposes. 
More information on the subject can be found in the Privacy Policy and Terms of Service. By 
closing this window the user confirms that they have read the information on cookie usage, 
and they accept the privacy policy and the way cookies are used by the portal. You can 
change the cookie settings in your browser. I accept Polski English Login or register account 
remember me Password recovery INFONA - science communication portal INFONA Search …"	https://www.infona.pl/resource/bwmeta1.element.elsevier-dbabb27b-5212-338e-a871-f8f566783359	0
Voir le cerveau: la force de la collaboration UNIL-CHUV.	2009.0	['V Jost-gara', 'Jp Hornung', 'R Meuli', 'P Hagmann', 'R Frackowiak']	Chuv magazine	Les illustrations réunies dans le présent portfolio, proviennent de quelques-uns des services et laboratoires qui, au Bugnon, ont fait du cerveau leur objet d’investigation. A l’échelon cellulaire pour le Département de biologie cellulaire et de morphologie de l’UNIL. En termes de vascularisation et de connectivité pour le Service de radiodiagnostic et de radiologie interventionnelle du CHUV. Ou encore pour identifier les zones du cerveau activées en réponse à divers stimuli, comme l’illustre la photo proposée par le professeur Richard Frackowiak récemment nommé à la tête du Service de neurologie du CHUV.	https://serval.unil.ch/resource/serval:BIB_47BAA59DF448.P001/REF.pdf	0
Cortical 5-HT2A receptor signaling modulates risk assessment and behavioral disinhibition in mice: Potential links to suicidal behavior	2006.0	['Jay Gingrich', 'Noelia V Weisstaub', 'Mingming Zhou', 'Alena Lira', 'Evelyn Lambe', 'Javier Gonzalez-maeso', 'Jean-pierre Hornung', 'Etienne Sibille', 'Mark Underwood', 'Shigeyoshi Itohara', 'William T Dauer', 'Mark S Ansorge', 'Emanuela Morelli', 'Jj Mann', 'Miklos Toth', 'Stuart C Sealfon', 'George Aghajanian']			https://scholar.google.com/scholar?cluster=528079925739612481&hl=en&oi=scholarr	0
The use of body donation in Lausanne, Switzerland	2006.0	['J-p Hornung', 'Bm Riederer']	Plexus		https://scholar.google.com/scholar?cluster=2682567176300205082&hl=en&oi=scholarr	0
Gene expression deficit in glutathione synthesis: role in the disconnectivity syndrome of schizophrenia	2005.0	['Quang Do Kim', 'Mirjana Tosic', 'Pierre Bovet', 'Harry Cabungcal Jan', 'Patricia Deppen', 'F Gheorghita', 'Jp Hornung', 'Martin Preisig', 'M Sagara', 'Françoise Schenk', 'Alessandra Solida', 'Michel Cuénod']		(résumé de présentation): article court qui reprend les éléments essentiels présentés à l'occasion d'une conférence scientifique dans un poster ou lors d'une intervention orale.	https://scholar.google.com/scholar?cluster=3368822021637536400&hl=en&oi=scholarr	0
Metabolism of Citalopram by MAO: Pharmacogenetic and Kinetic Animal Studies	2005.0	['Erik Paus', 'M Lepore', 'Michèle Jonzier-perey', 'B Rochat', 'Jp Hornung', 'Pierre Baumann']	Pharmacopsychiatry	Metabolism of antidepressant drugs occurs mainly in the liver and is controlled by environmental and genetic factors. On the other hand, their metabolism in brain remains unclear, and TDM of their plasma concentrations may not provide accurate information about their presence in brain and on their in situ metabolism.Citalopram (CIT) is a widely used chiral antidepressant and the most selective serotonin reuptake inhibitor. Its eutomer, S-(+)-CIT, which was recently introduced on the market as escitalopram, is preferentially metabolized by MAO-B in human brain, while the relatively inactive R-(-)-form is mainly metabolized by MAO-A.	https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-2005-862678.pdf	0
Spacial bias deficit in rats with low glutathione during development: an animal behaviour mjodel with relevance to schizophrenia	2004.0	['Harry Cabungcal Jan', 'D Singer', 'Jp Hornung', 'Michel Cuénod', 'Quang Do Kim', 'Françoise Schenk']		(résumé de présentation): article court qui reprend les éléments essentiels présentés à l'occasion d'une conférence scientifique dans un poster ou lors d'une intervention orale.	https://scholar.google.com/scholar?cluster=1892087888839590677&hl=en&oi=scholarr	0
EDS News	2004.0	['Mario Nano', 'Herbert Dal Corso', 'Marco Ferronato', 'Mario Solej', 'Jean Pierre Hornung', 'Marcello Dei Poli', 'Riccardo Nascimbeni', 'Rs Date', 'Wdb Clements', 'R Gilliland', 'Cn Gutt', 'T Oniu', 'A Mehrabi', 'P Schemmer', 'A Kashfi', 'T Kraus', 'Mw Büchler', 'Andrew A Gumbs', 'Valeria Parisi', 'Manuela Sargenti', 'Claudio Bassi', 'Omar Javed Shah', 'Manzoor Ahmad Dar', 'Nazir Ahmad Wani', 'Irfan Robbani', 'Showkat A Zargar', 'Hariharan Ramesh', 'Kuruvilla Kuruvilla', 'Ambadi Venugopal', 'Vijayalakshmi Lekha', 'Mark S Duxbury', 'A John Brodribb', 'Daisuke Ikeuchi', 'Satoshi Nagayama', 'Masayuki Imamura', 'Shantanu Bhattacharjya', 'Tanushree Bhattacharjya', 'Alberto Quaglia', 'Amar Pal Dhillon', 'Andrew K Burroughs', 'David W Patch', 'Jonathan M Tibballs', 'Anthony F Watkinson', 'Keith Rolles', 'Brian R Davidson', 'Zeev Dreznik', 'Hisashi Onodera', 'Dan Seror', 'Francesco Di Fabio', 'Ziona Avraham', 'Giovanna Fabbretti', 'Claudio Casella', 'Bruno Salerni', 'Tal H Vishne', 'Edward Ramadan', 'Dan Alper', 'George Jacob', 'Vincenzo Villanacci', 'Carla Baronchelli', 'Denise Bianchi']	Digestive surgery	The aim of EDS is to foster the practice of digestive surgery through clinical and basic scientific research and postgraduate training. Communication and collaboration are the keys to bringing visceral surgery education and research to the attention of the scientific community, not only in Europe, but worldwide.EDS was founded to meet the need of the United European Gastroenterology Federation (UEGF) for a scientific surgical partner for its annual European meeting (United European Gastroenterology Week). EDS became an Associate Member of the UEGF at the beginning of 1999 and plans to become a sister organization in the near future.	https://www.karger.com/Article/Abstract/79066	0
S. 28.04 Neuronal morphology in serotonergic gene knock-out mice	2004.0	['Jp Hornung']	European neuropsychopharmacology	"S.28.04 Neuronal morphology in serotonergic gene knock-out mice × Close The Infona portal 
uses cookies, ie strings of text saved by a browser on the user's device. The portal can access 
those files and use them to remember the user's data, such as their chosen settings (screen 
view, interface language, etc.), or their login data. By using the Infona portal the user accepts 
automatic saving and using this information for portal operation purposes. More information 
on the subject can be found in the Privacy Policy and Terms of Service. By closing this window 
the user confirms that they have read the information on cookie usage, and they accept the 
privacy policy and the way cookies are used by the portal. You can change the cookie settings 
in your browser. I accept Polski English Login or register account remember me Password 
recovery INFONA - science communication portal INFONA Search advanced search …"	https://www.infona.pl/resource/bwmeta1.element.elsevier-517638e5-d92d-3d87-b7ba-9951224adb8e	0
Endocytosis in excitotoxicity and its potential for the specific delivery of neuroprotectants to the neurons that need them	2003.0	['Pg Clarke', 'R Bressoud', 'K Croquelois', 'J-p Hornung', 'T Borsello']	Journal of cerebral blood flow and metabolism		https://scholar.google.com/scholar?cluster=783376680755543665&hl=en&oi=scholarr	0
Neurofilament expression patterns are conserved in subclasses of layer 5 pyramidal neurons in organotypic slice cultures	2000.0	['Z Molnar', 'N Garin', 'Bh Gahwiler', 'Jp Hornung']	European journal of neuroscience	"Neurofilament expression patterns are conserved in subclasses of layer 5 pyramidal neurons 
in organotypic slice cultures - ORA - Oxford University Research Archive Logos Header links 
Search History Bookmarks 0 New Search Deposit Help Footer links Deposit Agreements 
Disclaimer Privacy Policy Cookies Accessibility Statement Take-down Policy Copyright API 
Contact Skip to main NEW SEARCH Deposit HELP 0 Back to Search CONTACT Name Email 
Comment Send message Actions Authors Bibliographic Details Terms of Use Stats Export 
BibTeX EndNote RefWorks Journal article icon Journal article Neurofilament expression 
patterns are conserved in subclasses of layer 5 pyramidal neurons in organotypic slice cultures 
Publication status: Published Actions Email Send the bibliographic details of this record to your 
email address. Your Email Please enter the email address that the record information will be …"	https://ora.ox.ac.uk/objects/uuid:fe50969c-c40d-496b-83d0-96d6cc0b3b46	0
Altered maturation and differentiation of cortical neurons in a 5HT (1A) knockout mouse: An immunohistochemical study.	2000.0	['M Lepore', 'R Hen', 'Jp Hornung']			https://scholar.google.com/scholar?cluster=12076725832209658939&hl=en&oi=scholarr	0
Cortical synaptic maturation in vitro: Modulation by dopamine and ascorbic acid.	2000.0	['E Rizzo', 'E Pralong', 'Jp Hornung']			https://scholar.google.com/scholar?cluster=10436522814993770525&hl=en&oi=scholarr	0
The endosomal snare syntaxin 13 is developmentally regulated and involved in neurite outgrowth	2000.0	['H Hirling', 'P Steiner', 'Jc Sarria', 'Jp Hornung', 'R Regazzi', 'S Catsicas']			https://scholar.google.com/scholar?cluster=5076036131735102053&hl=en&oi=scholarr	0
Modulation of dendritic growth in cortical interneurons: Involvment of serotonin and nitric oxyd	2000.0	['K Drean', 'Jp Hornung']			https://scholar.google.com/scholar?cluster=408060941397930385&hl=en&oi=scholarr	0
L'enseignement de l'anatomie macroscopique à l'Université de Lausanne (Suisse): structures actuelles et perspectives	1997.0	['Jp Hornung', 'J Dörfl', 'Gm Innocenti']			https://scholar.google.com/scholar?cluster=13897613175287280460&hl=en&oi=scholarr	0
Neurotransmission in the common marmoset.	1997.0	['Jp Hornung']	Marmosets and tamarins in biological and biomedical research		https://scholar.google.com/scholar?cluster=8779264907724383832&hl=en&oi=scholarr	0
76 Modulation of laminar and cellular differentiation of the cerebral cortex by mono amines	1996.0	['Jean‐pierre Hornung']	International journal of developmental neuroscience		https://onlinelibrary.wiley.com/doi/abs/10.1016/0736-5748(96)80271-1	0
Area-specific distribution of GABAA receptor a 1)-subunit in prenatal rat and marmoset monkey neocortex	1995.0	['Jm Fritschy', 'J Paysan', 'Jp Hornung']	British journal of pharmacology-proceedings supplement		https://scholar.google.com/scholar?cluster=1365963727843079843&hl=en&oi=scholarr	0
The organization of the brain disclosed by the visualization of neurotransmitters	1991.0	['Jp Hornung']	Revue medicale de la suisse romande		https://pubmed.ncbi.nlm.nih.gov/1682985/	0
MORPHOLOGICAL-CHARACTERISTICS OF VISUAL-CORTEX NEURONS OF CAT WITH A PROJECTION ON THE COLLICULUS-SUPERIOR	1985.0	['Jp Hornung', 'C Decosterd']			https://scholar.google.com/scholar?cluster=13553201761206792684&hl=en&oi=scholarr	0
ULTRASTRUCTURE OF THE THALAMIC PROJECTION TO CAT VISUAL CORTEX.	1981.0	['Lj Garey', 'Jp Hornung']	Pathophysiology of the visual system	Sometimes a spine contacted by a degenerating terminal can be followed to its dendrite and the cell type recognized (Davis, Sterling, 1979). However, very large numbers of sections are needed with tedious serial reconstruction. Alternatively cortical neurons can be labelled with a method enabling their characterization by light microscopy and then examined with electron microscopy in a brain with a lesion in the LGN. In the present study two labelling techniques have been used. In the first, neurons were impregnated by the rapid Golgi method for light microscopic classification and then subjected to the gold toning process of Fair6n et al.(1977). In the second, neurons were retrogradely labelled with horseradish peroxidase (HRP) and classified by light microscopy before electron microscopic study (Garey, Hornung, 1980; Hornung, Garey, 1980, 1981).	https://scholar.google.com/scholar?cluster=16165000004688329488&hl=en&oi=scholarr	0
Electron microscopy of Golgi impregnated neurons in cat visual cortex used to trace thalamo-cortical projections	1981.0	['Lj Garey', 'Jp Hornung']	Progress in clinical and biological research		https://pubmed.ncbi.nlm.nih.gov/6170993/	0
SYNAPTIC MATURATION OF MONKEY VISUAL CORTICAL-NEURONS-A GOLGI EM STUDY	1981.0	['Jp Hornung', 'Lj Garey']			https://scholar.google.com/scholar?cluster=13187511080843880514&hl=en&oi=scholarr	0
ULTRASTRUCTURAL-STUDY OF CORTICOTECTAL NEURONS IN CAT VISUAL-CORTEX	1981.0	['C Descosterd', 'Jp Hornung']			https://scholar.google.com/scholar?cluster=6917510755251763950&hl=en&oi=scholarr	0
THALAMO-CORTICAL TERMINATIONS IN VISUAL-CORTEX	1980.0	['Jp Hornung', 'Lj Garey']			https://scholar.google.com/scholar?cluster=8151965739227932528&hl=en&oi=scholarr	0
IDENTIFICATION OF VISUAL CORTICAL-NEURONS RECEIVING THALAMIC AXONS IN CAT AND MONKEY	1979.0	['Jp Hornung', 'Lj Garey']			https://scholar.google.com/scholar?cluster=14685234327639538788&hl=en&oi=scholarr	0
PEDAGOGICAL EVALUATION OF A WEB-BASED TRAINING IN EMBRYOLOGY: A STUDY OF IMAGE-TEXT COMBINATIONS		['F Schöni-affolter', 'B Brüsch', 'M Celio', 'Jp Hornung', 'Pd Dr S Kasas', 'C Dubuis-grieder', 'P Burri', 'O Müller', 'E Strauch', 'G Collaud', 'M Adé-damilano']		1Institute of Histology and General Embryology, University of Fribourg 2Institute of Cell Biology and Morphology, University of Lausanne 3Institute of Anatomy, University of Bern 4Centre NTE, University of Fribourg	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=57c444b0c5f43fa0827ace74ecbca2126b80d0dc	0
Gabaergic interneurons Help Bridge the Brain's Communication Gap		['M Niquille', 'S Garel', 'F Mann', 'J Hornung', 'B Otsmane', 'C Parras', 'F Guillemot', 'P Gaspar', 'Y Yanagawa', 'C Lebrand']	Frontiers in neuroscience	Subpopulations of midline glial cells have been shown to guide corpus callosum (CC) axons to the contralateral cerebral hemisphere. While neuronal cells are also present in the developing CC, their role remains obscure. In our work, we show that the CC is transiently populated by numerous glutamatergic and GABAergic neurons. These two distinct neuronal populations converge towards the midline before the callosal axons. Time-lapse and 3D imaging studies reveal that these migrating neurons settle in CC and cooperate to form barriers that funnel callosal fibres. In vivo analyses in Mash1 mutant mice which lack CC GABAergic interneurons, and rescue experiments after transplantation of wild-type CC within Mash1-/- brain slices, demonstrate that CC GABAergic interneurons are essential to guide callosal axons at the midline. Moreover, in transplantation experiments of CC neurons into heterotopic regions …	https://scholar.google.com/scholar?cluster=17137889122005141701&hl=en&oi=scholarr	0
